,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Ragnetto,Ragnetto,Ragnetto,Ragnetto,Ragnetto,Ragnetto,Ragnetto,Ragnetto,"Ragnetto:Marker1","Ragnetto:Marker1","Ragnetto:Marker1","Ragnetto:Marker1","Ragnetto:Marker2","Ragnetto:Marker2","Ragnetto:Marker2","Ragnetto:Marker2","Ragnetto:Marker3","Ragnetto:Marker3","Ragnetto:Marker3","Ragnetto:Marker3","Ragnetto:Marker4","Ragnetto:Marker4","Ragnetto:Marker4","Ragnetto:Marker4",Ragnetto:Marker1,Ragnetto:Marker1,Ragnetto:Marker1,Ragnetto:Marker2,Ragnetto:Marker2,Ragnetto:Marker2,Ragnetto:Marker3,Ragnetto:Marker3,Ragnetto:Marker3,Ragnetto:Marker4,Ragnetto:Marker4,Ragnetto:Marker4
,ID,"54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","C6800","C6800","C6800","A15FD681EC4711EE5F75BB645DD45CA7","A15FD681EC4711EE5F75BB645DD45CA7","A15FD681EC4711EE5F75BB645DD45CA7","C65B0","C65B0","C65B0","C68C0","C68C0","C68C0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
66,0.183333,-0.108803,-0.481790,-0.030552,0.868969,-0.105145,1.003758,-0.782836,0.000449,0.032020,0.985153,-0.756141,0.962850,-0.070946,1.010538,-0.698690,0.898754,0.011080,0.978244,-0.820554,0.932820,-0.105060,1.003740,-0.782858,0.000000,0.031890,0.985184,-0.756074,-0.070674,1.010450,-0.698976,0.010937,0.978302,-0.820334,,,
67,0.186111,-0.113194,-0.482426,-0.032671,0.867977,-0.105124,1.004313,-0.782909,0.000720,0.031831,0.984792,-0.755793,0.950012,-0.071060,1.011318,-0.698726,0.848138,0.010982,0.977670,-0.820212,0.885810,-0.105038,1.004295,-0.782930,0.000000,0.031639,0.984830,-0.755752,-0.070659,1.011180,-0.699160,0.010772,0.977770,-0.819819,,,
68,0.188889,-0.116379,-0.483127,-0.033679,0.867127,-0.105116,1.004652,-0.783024,0.000772,0.031689,0.984615,-0.755531,0.950012,-0.071192,1.011900,-0.698805,0.848138,0.010938,0.977283,-0.819959,0.885810,-0.105031,1.004633,-0.783045,0.000000,0.031447,0.984667,-0.755472,-0.070744,1.011746,-0.699262,0.010732,0.977386,-0.819562,,,
69,0.191667,-0.120738,-0.484047,-0.035760,0.865934,-0.104969,1.005432,-0.783219,0.001164,0.031598,0.984508,-0.755205,0.936428,-0.071236,1.012917,-0.698944,0.835453,0.010979,0.976956,-0.819649,0.885247,-0.104883,1.005412,-0.783240,0.000000,0.031055,0.984641,-0.755008,-0.070391,1.012645,-0.699624,0.010789,0.977058,-0.819257,,,
70,0.194444,-0.122905,-0.485369,-0.034349,0.864946,-0.105142,1.005241,-0.783164,0.000680,0.031359,0.984552,-0.754660,0.851808,-0.071645,1.013205,-0.698838,0.720498,0.010922,0.976636,-0.819119,0.888099,-0.105056,1.005221,-0.783184,0.000000,0.030928,0.984638,-0.754617,-0.071198,1.013069,-0.699142,0.010907,0.976686,-0.818858,,,
71,0.197222,-0.124128,-0.487250,-0.033712,0.863738,-0.105195,1.005208,-0.783348,0.000625,0.031191,0.984650,-0.754208,0.894093,-0.072054,1.013448,-0.698909,0.872765,0.011026,0.976524,-0.818726,0.940229,-0.105110,1.005188,-0.783368,0.000000,0.030777,0.984731,-0.754175,-0.071640,1.013324,-0.699177,0.011026,0.976567,-0.818491,,,
72,0.200000,-0.125141,-0.489375,-0.032861,0.862422,-0.105279,1.005179,-0.783588,0.000746,0.030988,0.984837,-0.753749,0.859796,-0.072541,1.013707,-0.699021,0.847233,0.011133,0.976495,-0.818336,0.934991,-0.105194,1.005159,-0.783608,0.000000,0.030440,0.984944,-0.753706,-0.072028,1.013559,-0.699318,0.011169,0.976536,-0.818081,,,
73,0.202778,-0.123773,-0.491994,-0.030846,0.861203,-0.105542,1.004653,-0.783697,0.000409,0.030673,0.985048,-0.753134,0.899515,-0.073299,1.013364,-0.698958,0.916939,0.011205,0.976595,-0.817824,0.964473,-0.105456,1.004633,-0.783716,0.000000,0.030278,0.985120,-0.753122,-0.072997,1.013289,-0.699076,0.011299,0.976598,-0.817718,,,
74,0.205556,-0.124098,-0.494401,-0.028943,0.859843,-0.105581,1.004441,-0.784017,0.000582,0.030547,0.985399,-0.752718,0.899515,-0.073792,1.013511,-0.699145,0.916939,0.011432,0.976690,-0.817480,0.964473,-0.105495,1.004422,-0.784036,0.000000,0.030094,0.985490,-0.752649,-0.073363,1.013392,-0.699380,0.011456,0.976717,-0.817313,,,
75,0.208333,-0.124068,-0.496537,-0.024881,0.858743,-0.105802,1.003754,-0.784092,0.000604,0.030346,0.985868,-0.752201,0.883328,-0.074402,1.013430,-0.699141,0.874209,0.011541,0.976735,-0.816995,0.957244,-0.105715,1.003735,-0.784110,0.000000,0.029963,0.985942,-0.752145,-0.073984,1.013309,-0.699413,0.011506,0.976781,-0.816778,,,
76,0.211111,-0.122760,-0.498565,-0.015878,0.857969,-0.106022,1.002301,-0.784028,0.000583,0.030345,0.986987,-0.751737,0.961867,-0.074975,1.013109,-0.699084,0.886143,0.011839,0.977080,-0.816504,0.902415,-0.105935,1.002284,-0.784046,0.000000,0.030196,0.987004,-0.751766,-0.074664,1.013001,-0.699399,0.011677,0.977171,-0.816160,,,
77,0.213889,-0.118472,-0.503665,-0.019219,0.855521,-0.105998,1.002796,-0.784753,0.001129,0.029962,0.987115,-0.750962,0.850013,-0.075983,1.012749,-0.699335,0.759162,0.012243,0.977857,-0.816044,0.879566,-0.105911,1.002779,-0.784770,0.000000,0.029372,0.987213,-0.750916,-0.075212,1.012533,-0.699871,0.012114,0.977960,-0.815591,,,
78,0.216667,-0.114014,-0.507224,-0.015109,0.854105,-0.106271,1.001770,-0.784880,0.000905,0.029643,0.987660,-0.750221,0.820627,-0.076953,1.011831,-0.699233,0.824434,0.012475,0.978384,-0.815448,0.913990,-0.106184,1.001754,-0.784897,0.000000,0.028933,0.987754,-0.750255,-0.076332,1.011691,-0.699529,0.012564,0.978430,-0.815119,,,
79,0.219444,-0.111146,-0.509260,-0.010017,0.853347,-0.106380,1.001002,-0.785017,0.000882,0.029584,0.988547,-0.749920,0.820627,-0.077458,1.011457,-0.699282,0.824434,0.012736,0.979033,-0.815196,0.913990,-0.106292,1.000987,-0.785033,0.000000,0.028798,0.988663,-0.749843,-0.076771,1.011314,-0.699582,0.012835,0.979061,-0.814973,,,
80,0.222222,-0.108144,-0.510563,-0.005643,0.852994,-0.106891,1.000167,-0.784588,0.000935,0.029141,0.989162,-0.749271,0.800525,-0.078226,1.010884,-0.698799,0.809332,0.012505,0.979504,-0.814580,0.938766,-0.106803,1.000153,-0.784604,0.000000,0.028645,0.989231,-0.749214,-0.077593,1.010731,-0.699240,0.012368,0.979589,-0.814196,,,
81,0.225000,-0.106309,-0.511318,0.006038,0.852769,-0.106904,0.997955,-0.784107,0.001281,0.029368,0.990253,-0.748841,0.873956,-0.078406,1.010060,-0.698447,0.803252,0.012890,0.979654,-0.814044,0.895928,-0.106816,0.997943,-0.784123,0.000000,0.028736,0.990104,-0.748882,-0.078228,1.010104,-0.699111,0.012421,0.979973,-0.813813,-0.105537,0.997646,-0.783468
82,0.227778,-0.099740,-0.514321,0.007085,0.851749,-0.106866,0.997484,-0.784292,0.001391,0.029263,0.990673,-0.748300,0.798631,-0.078979,1.008992,-0.698350,0.852630,0.013263,0.980576,-0.813701,0.882594,-0.106778,0.997472,-0.784308,0.572139,0.028488,0.990590,-0.748501,-0.078821,1.008998,-0.698918,0.012948,0.980797,-0.813432,-0.105285,0.997240,-0.783505
83,0.230556,-0.094941,-0.516574,0.008452,0.850921,-0.107193,0.996892,-0.784284,0.001260,0.028828,0.990892,-0.747743,0.842490,-0.079768,1.008043,-0.698146,0.916046,0.013190,0.981107,-0.813279,0.930442,-0.107105,0.996881,-0.784299,0.482668,0.028291,0.990914,-0.748072,-0.079890,1.007971,-0.698451,0.012980,0.981115,-0.813096,-0.105270,0.996970,-0.783346
84,0.233333,-0.092548,-0.518501,0.009581,0.850000,-0.107431,0.996498,-0.784483,0.001589,0.028471,0.991046,-0.747417,0.870717,-0.080401,1.007541,-0.698206,0.870791,0.013140,0.981368,-0.813041,0.886051,-0.107343,0.996488,-0.784498,0.368078,0.028006,0.991067,-0.747640,-0.080237,1.007413,-0.698680,0.012821,0.981401,-0.812718,-0.105187,0.996743,-0.783202
85,0.236111,-0.089571,-0.520997,0.011449,0.848768,-0.107782,0.995882,-0.784575,0.000794,0.027962,0.991237,-0.746829,0.870717,-0.081269,1.006852,-0.698129,0.870791,0.013032,0.981650,-0.812559,0.886051,-0.107694,0.995873,-0.784589,0.368078,0.027733,0.991215,-0.747063,-0.080905,1.006775,-0.698448,0.012898,0.981749,-0.812006,,,
86,0.238889,-0.086458,-0.523118,0.010064,0.847804,-0.107928,0.995776,-0.784650,0.000779,0.027641,0.991056,-0.746286,0.917821,-0.081842,1.006209,-0.698008,0.877587,0.013038,0.981884,-0.812149,0.855555,-0.107839,0.995767,-0.784664,0.000000,0.027368,0.991045,-0.746477,-0.081451,1.006133,-0.698318,0.012920,0.981970,-0.811647,,,
87,0.241667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,0.244444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,0.247222,-0.076605,-0.529295,0.008131,0.844934,-0.108523,0.994548,-0.784857,0.000597,0.026549,0.990210,-0.744734,0.865883,-0.083699,1.003592,-0.697690,0.878377,0.012915,0.982136,-0.810947,0.950346,-0.108434,0.994540,-0.784870,0.000000,0.026014,0.990243,-0.744747,-0.083245,1.003541,-0.697857,0.012996,0.982155,-0.810767,,,
90,0.250000,-0.074401,-0.531161,0.004081,0.843988,-0.108565,0.994839,-0.784955,0.000635,0.026295,0.989614,-0.744230,0.844438,-0.084119,1.003091,-0.697603,0.854862,0.012942,0.982120,-0.810569,0.964201,-0.108477,0.994831,-0.784968,0.000000,0.025679,0.989666,-0.744153,-0.083578,1.003028,-0.697802,0.013016,0.982130,-0.810447,,,
91,0.252778,-0.072749,-0.532512,0.002350,0.843287,-0.108677,0.994749,-0.784970,0.000641,0.026043,0.989209,-0.743829,0.844438,-0.084509,1.002581,-0.697502,0.854862,0.012901,0.982029,-0.810244,0.964201,-0.108589,0.994741,-0.784983,0.000000,0.025413,0.989265,-0.743736,-0.083951,1.002517,-0.697706,0.012973,0.982037,-0.810134,,,
92,0.255556,-0.069940,-0.534257,-0.001799,0.842422,-0.108787,0.995018,-0.784980,0.000547,0.025727,0.988599,-0.743293,0.840052,-0.084982,1.001968,-0.697338,0.850498,0.012855,0.982068,-0.809829,0.966924,-0.108698,0.995009,-0.784993,0.000000,0.025234,0.988637,-0.743277,-0.084546,1.001918,-0.697501,0.012912,0.982080,-0.809683,,,
93,0.258333,-0.067682,-0.535867,-0.002726,0.841581,-0.108871,0.994669,-0.785101,0.000547,0.025493,0.988199,-0.742940,0.890905,-0.085401,1.001235,-0.697339,0.883150,0.012877,0.981965,-0.809553,0.958510,-0.108782,0.994661,-0.785113,0.000000,0.025059,0.988233,-0.742917,-0.084976,1.001184,-0.697526,0.012887,0.981982,-0.809388,,,
94,0.261111,-0.065439,-0.537336,-0.003151,0.840819,-0.109293,0.994031,-0.784823,0.000299,0.024940,0.987639,-0.742237,0.933988,-0.086131,1.000280,-0.696956,0.954580,0.012560,0.981657,-0.808918,0.958079,-0.109204,0.994023,-0.784835,0.000000,0.024698,0.987646,-0.742343,-0.085956,1.000262,-0.697003,0.012627,0.981668,-0.808764,,,
95,0.263889,-0.064082,-0.538403,-0.006405,0.840223,-0.109433,0.994195,-0.784786,0.000415,0.024651,0.987039,-0.741855,0.938828,-0.086500,0.999853,-0.696819,0.939650,0.012440,0.981484,-0.808603,0.932661,-0.109344,0.994187,-0.784798,0.000000,0.024456,0.987040,-0.742002,-0.086292,0.999826,-0.696940,0.012428,0.981511,-0.808335,,,
96,0.266667,-0.063484,-0.540206,-0.009501,0.839081,-0.109428,0.994502,-0.785067,0.000636,0.024422,0.986584,-0.741541,0.938828,-0.086882,0.999695,-0.696971,0.939650,0.012499,0.981360,-0.808368,0.932661,-0.109339,0.994493,-0.785078,0.000000,0.024111,0.986607,-0.741572,-0.086461,0.999636,-0.697237,0.012389,0.981396,-0.808072,,,
97,0.269444,-0.062465,-0.541321,-0.011078,0.838420,-0.109464,0.994443,-0.785081,0.000679,0.024253,0.986192,-0.741207,0.921690,-0.087157,0.999313,-0.696906,0.874761,0.012510,0.981205,-0.808084,0.920418,-0.109375,0.994434,-0.785092,0.000000,0.023948,0.986217,-0.741200,-0.086693,0.999247,-0.697217,0.012351,0.981245,-0.807780,,,
98,0.272222,-0.060824,-0.542087,-0.010698,0.838050,-0.109577,0.994014,-0.785025,0.000689,0.024085,0.985996,-0.740945,0.923432,-0.087431,0.998738,-0.696801,0.859331,0.012467,0.981133,-0.807853,0.913560,-0.109488,0.994005,-0.785035,0.000000,0.023793,0.986022,-0.740922,-0.086956,0.998671,-0.697131,0.012284,0.981174,-0.807547,,,
99,0.275000,-0.059860,-0.542550,-0.011081,0.837815,-0.109662,0.993902,-0.784944,0.000710,0.023956,0.985857,-0.740734,0.924944,-0.087614,0.998460,-0.696687,0.849318,0.012414,0.981122,-0.807664,0.907035,-0.109573,0.993893,-0.784955,0.000000,0.023659,0.985883,-0.740707,-0.087123,0.998392,-0.697030,0.012220,0.981164,-0.807350,,,
100,0.277778,-0.058519,-0.542007,-0.009409,0.838281,-0.109764,0.993354,-0.784505,0.000720,0.023957,0.985849,-0.740511,0.906483,-0.087596,0.997961,-0.696280,0.836366,0.012327,0.981099,-0.807425,0.919540,-0.109675,0.993346,-0.784516,0.000000,0.023596,0.985884,-0.740417,-0.087050,0.997890,-0.696635,0.012142,0.981134,-0.807164,,,
101,0.280556,-0.058521,-0.543424,-0.012011,0.837330,-0.109843,0.993781,-0.784826,0.001107,0.023681,0.985594,-0.740358,0.847784,-0.087983,0.998059,-0.696508,0.742444,0.012281,0.981072,-0.807327,0.895848,-0.109754,0.993773,-0.784837,0.000000,0.023084,0.985650,-0.740253,-0.087098,0.997946,-0.697023,0.012078,0.981117,-0.806966,,,
102,0.283333,-0.058323,-0.543871,-0.011680,0.837058,-0.109938,0.993609,-0.784696,0.001092,0.023547,0.985534,-0.740092,0.847784,-0.088171,0.997911,-0.696357,0.742444,0.012218,0.980997,-0.807073,0.895848,-0.109849,0.993600,-0.784707,0.000000,0.022957,0.985591,-0.739963,-0.087282,0.997798,-0.696876,0.012005,0.981042,-0.806734,,,
103,0.286111,-0.056019,-0.543435,-0.009576,0.837525,-0.110380,0.992768,-0.783928,0.000324,0.023216,0.985419,-0.739528,0.848481,-0.088512,0.997056,-0.695613,0.740934,0.011818,0.980924,-0.806499,0.899408,-0.110290,0.992760,-0.783939,0.000000,0.022770,0.985452,-0.739525,-0.088214,0.997031,-0.695644,0.011965,0.980916,-0.806471,,,
104,0.288889,-0.057039,-0.543570,-0.008121,0.837384,-0.110553,0.992340,-0.783621,0.000494,0.023043,0.985318,-0.739170,0.888288,-0.088709,0.996949,-0.695316,0.924867,0.011665,0.980586,-0.806129,0.962356,-0.110464,0.992332,-0.783632,0.000000,0.022644,0.985337,-0.739277,-0.088382,0.996917,-0.695423,0.011737,0.980598,-0.805915,,,
105,0.291667,-0.057693,-0.543870,-0.007585,0.837150,-0.110659,0.992064,-0.783397,0.000552,0.022908,0.985147,-0.738843,0.883169,-0.088876,0.996829,-0.695085,0.921071,0.011577,0.980298,-0.805801,0.917355,-0.110570,0.992056,-0.783407,0.000000,0.022499,0.985157,-0.739069,-0.088574,0.996800,-0.695171,0.011683,0.980317,-0.805488,,,
106,0.294444,-0.057752,-0.543682,-0.008126,0.837263,-0.110768,0.991996,-0.783169,0.000497,0.022809,0.984924,-0.738669,0.883362,-0.088947,0.996695,-0.694863,0.931832,0.011448,0.980121,-0.805625,0.921239,-0.110679,0.991988,-0.783179,0.000000,0.022404,0.984934,-0.738901,-0.088681,0.996671,-0.694914,0.011585,0.980134,-0.805342,,,
107,0.297222,-0.057553,-0.543306,-0.009402,0.837507,-0.110914,0.992018,-0.782905,0.000494,0.022681,0.984606,-0.738517,0.883362,-0.089019,0.996519,-0.694607,0.931832,0.011261,0.979942,-0.805473,0.921239,-0.110825,0.992009,-0.782916,0.000000,0.022230,0.984615,-0.738819,-0.088777,0.996501,-0.694608,0.011471,0.979951,-0.805171,,,
108,0.300000,-0.056663,-0.543406,-0.014514,0.837430,-0.111033,0.992627,-0.782629,0.000451,0.022463,0.983890,-0.738183,0.864279,-0.089182,0.996341,-0.694284,0.939397,0.011067,0.979783,-0.805180,0.908116,-0.110944,0.992618,-0.782640,0.000000,0.021860,0.983927,-0.738348,-0.088858,0.996316,-0.694259,0.011345,0.979771,-0.805040,,,
109,0.302778,-0.056940,-0.542799,-0.015159,0.837793,-0.111197,0.992487,-0.782367,0.000359,0.022346,0.983545,-0.738103,0.843468,-0.089222,0.996143,-0.694050,0.918292,0.010854,0.979475,-0.805086,0.922124,-0.111108,0.992478,-0.782377,0.000000,0.021746,0.983587,-0.738202,-0.088926,0.996123,-0.693988,0.011157,0.979453,-0.805048,,,
110,0.305556,-0.056869,-0.542253,-0.016278,0.838131,-0.111350,0.992469,-0.782080,0.000364,0.022227,0.983218,-0.737983,0.847789,-0.089267,0.995962,-0.693783,0.929934,0.010650,0.979263,-0.804958,0.914121,-0.111261,0.992460,-0.782091,0.000000,0.021626,0.983263,-0.738067,-0.089007,0.995947,-0.693679,0.010992,0.979232,-0.804978,,,
111,0.308333,-0.056251,-0.541028,-0.017798,0.838933,-0.111587,0.992464,-0.781501,0.000466,0.022092,0.982823,-0.737796,0.831243,-0.089256,0.995664,-0.693256,0.920030,0.010324,0.979079,-0.804749,0.859061,-0.111498,0.992454,-0.781512,0.000000,0.021451,0.982864,-0.738002,-0.089166,0.995678,-0.692949,0.010876,0.979024,-0.804850,,,
112,0.311111,-0.056949,-0.540931,-0.017935,0.838945,-0.111771,0.992277,-0.781221,0.000484,0.021906,0.982548,-0.737531,0.811031,-0.089421,0.995544,-0.692983,0.919249,0.010122,0.978747,-0.804479,0.864856,-0.111682,0.992267,-0.781232,0.000000,0.021165,0.982602,-0.737672,-0.089208,0.995543,-0.692740,0.010650,0.978694,-0.804581,,,
113,0.313889,-0.058086,-0.539616,-0.018068,0.839711,-0.112198,0.992024,-0.780681,0.000339,0.021596,0.982156,-0.737384,0.811031,-0.089572,0.995400,-0.692517,0.919249,0.009602,0.978265,-0.804289,0.864856,-0.112109,0.992015,-0.780692,0.000000,0.021111,0.982193,-0.737465,-0.089301,0.995377,-0.692506,0.009815,0.978251,-0.804219,,,
114,0.316667,-0.058338,-0.539509,-0.018558,0.839752,-0.112318,0.991924,-0.780487,0.000356,0.021473,0.981902,-0.737215,0.876711,-0.089673,0.995265,-0.692327,0.931777,0.009462,0.978032,-0.804118,0.943764,-0.112229,0.991914,-0.780499,0.000000,0.020973,0.981942,-0.737278,-0.089379,0.995238,-0.692329,0.009668,0.978019,-0.804053,,,
115,0.319444,-0.059559,-0.539464,-0.017803,0.839711,-0.112429,0.991558,-0.780254,0.000517,0.021369,0.981653,-0.736975,0.873626,-0.089769,0.995150,-0.692107,0.926233,0.009347,0.977592,-0.803865,0.945870,-0.112340,0.991548,-0.780265,0.000000,0.020879,0.981688,-0.737097,-0.089417,0.995112,-0.692188,0.009485,0.977595,-0.803662,,,
116,0.322222,-0.059571,-0.539712,-0.017714,0.839553,-0.112488,0.991320,-0.780209,0.000596,0.021287,0.981442,-0.736852,0.879268,-0.089879,0.994928,-0.692050,0.895098,0.009304,0.977370,-0.803748,0.932340,-0.112399,0.991310,-0.780221,0.000000,0.020820,0.981475,-0.736971,-0.089487,0.994882,-0.692192,0.009379,0.977383,-0.803489,,,
117,0.325000,-0.059611,-0.539735,-0.018736,0.839513,-0.112567,0.991228,-0.779963,0.000433,0.021181,0.981071,-0.736589,0.895588,-0.089971,0.994707,-0.691796,0.906500,0.009204,0.977089,-0.803492,0.969366,-0.112479,0.991219,-0.779974,0.000000,0.020765,0.981110,-0.736578,-0.089618,0.994665,-0.691912,0.009267,0.977091,-0.803386,,,
118,0.327778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,0.330556,-0.059207,-0.539767,-0.019439,0.839505,-0.112675,0.990989,-0.779609,0.000266,0.021059,0.980670,-0.736228,0.895588,-0.090090,0.994324,-0.691433,0.906500,0.009091,0.976793,-0.803138,0.969366,-0.112586,0.990979,-0.779620,0.000000,0.020690,0.980704,-0.736239,-0.089853,0.994301,-0.691452,0.009223,0.976783,-0.803108,,,
120,0.333333,-0.059689,-0.539805,-0.018286,0.839472,-0.112810,0.990574,-0.779313,0.000403,0.020941,0.980534,-0.735919,0.907339,-0.090225,0.994122,-0.691146,0.940443,0.008974,0.976502,-0.802820,0.965927,-0.112721,0.990564,-0.779324,0.000000,0.020600,0.980554,-0.736067,-0.089988,0.994096,-0.691200,0.009078,0.976508,-0.802616,,,
121,0.336111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,0.338889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,0.341667,-0.060218,-0.539050,-0.012700,0.840022,-0.113519,0.988847,-0.778279,0.000285,0.020423,0.980272,-0.735162,0.918505,-0.090744,0.993195,-0.690196,0.982190,0.008324,0.975678,-0.802003,0.926885,-0.113430,0.988838,-0.778290,0.000000,0.020388,0.980248,-0.735485,-0.090798,0.993203,-0.690151,0.008413,0.975694,-0.801725,,,
124,0.344444,-0.060496,-0.539042,-0.011638,0.840023,-0.113633,0.988486,-0.778046,0.000287,0.020328,0.980179,-0.734936,0.918505,-0.090851,0.993010,-0.689974,0.982190,0.008226,0.975460,-0.801768,0.926885,-0.113544,0.988477,-0.778058,0.000000,0.020312,0.980152,-0.735267,-0.090933,0.993022,-0.689912,0.008324,0.975475,-0.801499,,,
125,0.347222,-0.061981,-0.538953,-0.008355,0.840011,-0.113774,0.987670,-0.777795,0.000246,0.020242,0.980147,-0.734713,0.916736,-0.090961,0.992814,-0.689765,0.974102,0.008121,0.974977,-0.801509,0.928325,-0.113685,0.987662,-0.777807,0.000000,0.020234,0.980122,-0.734992,-0.091053,0.992828,-0.689691,0.008221,0.974988,-0.801304,,,
126,0.350000,-0.062128,-0.539037,-0.007689,0.839952,-0.113867,0.987411,-0.777595,0.000228,0.020151,0.980060,-0.734489,0.929973,-0.091070,0.992664,-0.689567,0.970312,0.008043,0.974813,-0.801281,0.943119,-0.113778,0.987403,-0.777606,0.000000,0.020155,0.980035,-0.734751,-0.091155,0.992676,-0.689505,0.008125,0.974825,-0.801081,,,
127,0.352778,-0.061978,-0.539145,-0.007688,0.839894,-0.114000,0.987235,-0.777347,0.000168,0.020009,0.979896,-0.734210,0.945624,-0.091226,0.992469,-0.689312,0.982114,0.007918,0.974664,-0.801006,0.954660,-0.113911,0.987226,-0.777358,0.000000,0.019964,0.979880,-0.734422,-0.091271,0.992478,-0.689257,0.008007,0.974671,-0.800849,,,
128,0.355556,-0.062197,-0.539101,-0.006800,0.839914,-0.114081,0.986945,-0.777085,0.000190,0.019946,0.979831,-0.733967,0.945882,-0.091294,0.992324,-0.689063,0.976247,0.007848,0.974495,-0.800754,0.956403,-0.113992,0.986936,-0.777097,0.000000,0.019921,0.979813,-0.734181,-0.091361,0.992336,-0.688996,0.007941,0.974502,-0.800606,,,
129,0.358333,-0.062978,-0.538918,-0.005037,0.839986,-0.114237,0.986429,-0.776749,0.000278,0.019831,0.979735,-0.733690,0.936353,-0.091408,0.992139,-0.688757,0.988449,0.007704,0.974159,-0.800452,0.935565,-0.114148,0.986421,-0.776760,0.000000,0.019872,0.979708,-0.733940,-0.091454,0.992141,-0.688764,0.007708,0.974184,-0.800196,,,
130,0.361111,-0.061991,-0.540436,-0.011433,0.839021,-0.114357,0.987287,-0.776576,0.000437,0.019448,0.978955,-0.732991,0.936353,-0.091867,0.992040,-0.688441,0.988449,0.007566,0.974056,-0.799850,0.935565,-0.114268,0.987278,-0.776587,0.000000,0.018985,0.979009,-0.732816,-0.091471,0.991998,-0.688551,0.007634,0.974045,-0.799914,,,
131,0.363889,-0.061846,-0.540484,-0.011705,0.838996,-0.114384,0.987173,-0.776365,0.000430,0.019413,0.978779,-0.732765,0.875498,-0.091904,0.991872,-0.688224,0.896872,0.007539,0.973919,-0.799628,0.976403,-0.114295,0.987164,-0.776376,0.000000,0.018948,0.978831,-0.732602,-0.091510,0.991830,-0.688334,0.007609,0.973908,-0.799682,,,
132,0.366667,-0.061230,-0.539948,-0.010929,0.839397,-0.114518,0.986756,-0.775789,0.000349,0.019356,0.978607,-0.732381,0.876006,-0.091923,0.991476,-0.687679,0.897040,0.007396,0.973741,-0.799228,0.977648,-0.114429,0.986747,-0.775800,0.000000,0.018906,0.978643,-0.732380,-0.091614,0.991447,-0.687724,0.007536,0.973734,-0.799184,,,
133,0.369444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,0.372222,-0.060186,-0.539577,-0.012460,0.839690,-0.114553,0.986627,-0.775250,0.000297,0.019341,0.978130,-0.731968,0.889704,-0.091887,0.991010,-0.687141,0.937659,0.007325,0.973513,-0.798823,0.951385,-0.114464,0.986618,-0.775262,0.000000,0.018904,0.978161,-0.732024,-0.091639,0.990990,-0.687133,0.007513,0.973501,-0.798775,,,
